ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,ACCT_AGE,HIGH_RISK
5010089,1,0,0,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,2.0,-5.0,0
5068979,0,1,0,0,2,Working,Secondary / secondary special,Single / not married,With parents,-10937,-1144,1,0,0,0,1.0,-43.0,0
5041904,1,0,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,2.0,-10.0,0
5067417,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-23334,365243,1,0,0,0,2.0,-55.0,0
5096170,1,0,0,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-19601,-796,1,0,0,0,2.0,-6.0,0
5050738,1,1,0,0,4,Commercial associate,Higher education,Single / not married,With parents,-9278,-682,1,0,0,0,1.0,-2.0,0
5025785,1,0,1,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-12478,-3569,1,0,0,0,3.0,-32.0,0
5096954,0,1,1,1,3,Commercial associate,Higher education,Married,House / apartment,-14206,-1403,1,0,1,0,3.0,-33.0,0
5062093,0,1,0,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-10171,-1812,1,1,1,0,1.0,-17.0,0
5096404,0,1,0,0,4,Working,Higher education,Married,House / apartment,-18655,-3200,1,1,1,0,2.0,-4.0,0
5088463,0,1,1,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-15296,-4244,1,1,0,0,3.0,-6.0,0
5054542,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,2.0,-37.0,0
5113284,1,1,1,2,2,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,4.0,-14.0,0
5046006,1,0,1,0,2,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10961,-473,1,0,0,0,2.0,-40.0,0
5079152,0,1,0,0,3,Working,Higher education,Married,House / apartment,-14729,-3251,1,0,0,0,2.0,-7.0,0
5085957,0,0,1,0,3,State servant,Secondary / secondary special,Married,House / apartment,-12394,-381,1,0,0,0,2.0,-31.0,0
5021543,1,1,0,1,3,Working,Higher education,Married,House / apartment,-9310,-1678,1,0,0,0,3.0,-34.0,0
5132922,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-11053,-1626,1,0,0,0,2.0,-7.0,0
5047798,1,0,1,1,2,Student,Secondary / secondary special,Civil marriage,House / apartment,-12127,-795,1,0,0,0,3.0,-14.0,0
5105170,0,0,1,2,4,Commercial associate,Higher education,Married,House / apartment,-12238,-2187,1,1,1,0,4.0,-40.0,0
5054664,1,0,1,0,2,Commercial associate,Higher education,Married,House / apartment,-23122,-3621,1,0,0,0,2.0,-3.0,0
5061074,0,1,0,0,2,State servant,Secondary / secondary special,Married,House / apartment,-14926,-3242,1,1,0,0,2.0,-23.0,0
5143482,0,0,1,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-11935,-1200,1,0,0,0,3.0,-60.0,0
5022666,0,1,1,0,2,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,1,0,0,1.0,-37.0,0
5021978,1,0,0,1,2,Working,Secondary / secondary special,Single / not married,Rented apartment,-13100,-2013,1,0,0,1,2.0,-6.0,0
5148861,0,1,1,2,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-16536,-655,1,0,0,0,4.0,-14.0,0
5149078,1,1,0,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-14207,-625,1,0,0,0,2.0,-8.0,0
5067107,0,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-19378,-396,1,0,0,0,2.0,-4.0,0
5105613,1,0,1,5,2,Working,Secondary / secondary special,Married,House / apartment,-13039,-3375,1,0,0,0,7.0,-9.0,0
5092190,1,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-21016,-14018,1,0,0,0,2.0,-23.0,0
5092200,1,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-21016,-14018,1,0,0,0,2.0,-9.0,0
5118303,1,0,0,2,2,Working,Incomplete higher,Married,With parents,-13166,-2988,1,1,1,0,4.0,-7.0,0
5041773,1,1,0,3,2,Working,Higher education,Married,House / apartment,-13525,-4478,1,1,1,0,5.0,-39.0,0
5028773,1,0,0,0,2,Working,Higher education,Married,House / apartment,-11919,-1787,1,0,1,0,2.0,-17.0,0
5118156,1,0,0,1,3,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,3.0,-29.0,0
5066512,1,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-17538,-7676,1,0,1,0,1.0,-14.0,0
5069161,0,0,1,0,3,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,2.0,-19.0,0
5068635,1,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-21216,-3641,1,0,0,0,2.0,-52.0,0
5038779,1,0,1,0,1,State servant,Higher education,Widow,House / apartment,-19439,-6712,1,0,0,0,1.0,-18.0,0
5038543,0,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-9479,-1143,1,0,0,0,2.0,-34.0,0
5010529,0,1,1,1,4,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,3.0,-24.0,0
5010957,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-14733,-1379,1,0,0,0,2.0,-46.0,0
5113541,1,0,0,2,2,Commercial associate,Lower secondary,Civil marriage,House / apartment,-9596,-2445,1,0,0,1,4.0,-28.0,0
5023513,0,1,1,1,2,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,3.0,-58.0,0
5118174,0,0,0,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-14401,-979,1,1,1,0,3.0,-47.0,0
5089490,1,0,0,2,2,Working,Higher education,Separated,House / apartment,-16294,-217,1,1,1,0,3.0,-28.0,0
5105883,1,0,0,1,3,Commercial associate,Higher education,Married,House / apartment,-15220,-727,1,0,0,0,3.0,-11.0,0
5117714,1,0,0,2,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-11978,-370,1,0,0,0,4.0,-12.0,0
5053408,1,0,1,0,1,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8877,-303,1,0,0,0,1.0,-18.0,0
5088657,1,1,1,1,2,Working,Higher education,Married,House / apartment,-16680,-2477,1,0,0,0,3.0,-9.0,0
5116208,0,1,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-13022,-1600,1,0,0,0,4.0,-13.0,0
5095605,0,0,0,1,3,Working,Secondary / secondary special,Married,House / apartment,-10512,-523,1,0,0,0,3.0,-40.0,0
5089654,1,0,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378,-370,1,1,0,0,1.0,-16.0,0
5116834,0,1,0,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-12241,-2893,1,0,0,0,3.0,-33.0,0
5061080,0,0,0,0,3,Working,Higher education,Married,House / apartment,-10734,-2511,1,0,1,0,2.0,-52.0,0
5117444,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-20037,-2349,1,1,1,0,2.0,-59.0,0
5067354,1,0,1,0,2,State servant,Secondary / secondary special,Married,House / apartment,-14432,-4493,1,1,0,1,2.0,-18.0,0
5096381,1,1,0,2,3,Working,Secondary / secondary special,Married,House / apartment,-11862,-1770,1,0,0,0,4.0,-10.0,0
5142112,0,1,1,1,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14939,-5384,1,1,0,0,2.0,-59.0,0
5056111,1,0,0,2,1,State servant,Secondary / secondary special,Married,House / apartment,-14360,-4660,1,0,1,1,4.0,-38.0,0
5065471,1,0,0,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-9582,-747,1,0,0,0,3.0,-16.0,0
5115696,0,1,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-18177,-2263,1,1,1,0,2.0,-40.0,0
5045915,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16990,-2026,1,0,0,0,2.0,-19.0,0
5126168,1,0,0,2,2,Working,Secondary / secondary special,Married,Municipal apartment,-12461,-714,1,0,1,0,4.0,-26.0,0
5051014,1,0,0,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-10448,-3392,1,1,1,1,3.0,-24.0,0
5069290,1,0,1,0,3,Commercial associate,Incomplete higher,Married,House / apartment,-14783,-3397,1,0,0,0,2.0,-17.0,0
5142595,0,1,1,0,4,Working,Higher education,Married,House / apartment,-19038,-73,1,0,1,0,2.0,-24.0,0
5149314,1,1,1,1,2,Working,Higher education,Separated,House / apartment,-18838,-5981,1,0,0,0,2.0,-15.0,0
5047966,1,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-12078,-673,1,1,1,0,2.0,-49.0,0
5056235,1,0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-12729,-4936,1,1,0,0,2.0,-56.0,0
5021904,0,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-10328,-1156,1,0,0,0,2.0,-26.0,0
5051036,1,0,0,0,2,Commercial associate,Higher education,Single / not married,With parents,-8912,-1017,1,0,0,0,1.0,-3.0,0
5114073,1,1,0,2,2,Working,Secondary / secondary special,Married,House / apartment,-10969,-163,1,0,0,1,4.0,-31.0,0
5050453,0,0,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-14247,-135,1,0,0,0,3.0,-27.0,0
5025196,1,0,1,0,4,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21982,365243,1,0,1,0,1.0,-19.0,0
5091588,1,0,0,2,3,Working,Secondary / secondary special,Married,With parents,-12244,-2361,1,0,0,0,4.0,-31.0,0
5113253,1,1,1,0,3,Working,Secondary / secondary special,Single / not married,With parents,-11770,-285,1,0,0,0,1.0,-7.0,0
5096442,1,0,0,0,2,Working,Secondary / secondary special,Separated,House / apartment,-19032,-7249,1,0,0,0,1.0,-16.0,0
5067200,0,0,0,1,4,Working,Secondary / secondary special,Married,With parents,-12675,-1328,1,0,0,0,3.0,-12.0,0
5118481,1,0,1,0,2,Commercial associate,Incomplete higher,Married,House / apartment,-10906,-1619,1,0,0,1,2.0,-40.0,0
5149471,1,1,1,1,2,Commercial associate,Higher education,Married,House / apartment,-11278,-2481,1,0,0,0,3.0,-53.0,0
5023845,0,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-13761,-2783,1,0,0,0,3.0,-4.0,0
5142706,0,1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-15416,-1688,1,1,1,0,2.0,-1.0,0
5067500,1,0,1,1,2,State servant,Secondary / secondary special,Married,House / apartment,-17956,-9363,1,0,0,0,3.0,-6.0,0
5091368,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-22123,365243,1,0,0,1,2.0,-12.0,0
5028831,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-19338,-1695,1,0,0,0,2.0,-57.0,0
5100440,1,0,0,0,2,Pensioner,Higher education,Widow,House / apartment,-22010,365243,1,0,0,0,1.0,-47.0,0
5088970,1,1,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762,-7734,1,1,1,0,2.0,-20.0,0
5113945,1,1,0,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-23324,365243,1,0,1,0,2.0,-9.0,1
5089603,1,1,0,2,2,Working,Secondary / secondary special,Married,House / apartment,-11870,-1497,1,1,1,0,4.0,-20.0,0
5052691,1,0,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,-11616,-3029,1,0,0,0,2.0,-13.0,0
5106033,0,1,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-19661,-369,1,0,0,0,2.0,-17.0,0
5033695,0,0,1,2,2,Working,Secondary / secondary special,Separated,House / apartment,-16398,-3640,1,0,1,0,3.0,-50.0,0
5135871,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-12673,-1236,1,0,1,1,3.0,-50.0,0
5048568,0,1,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-14948,-8100,1,0,0,0,2.0,-37.0,0
5105224,1,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-15068,-2067,1,0,0,0,3.0,-4.0,0
5126643,1,1,1,0,3,Pensioner,Secondary / secondary special,Married,House / apartment,-17486,365243,1,0,0,0,2.0,-53.0,0
5068099,1,1,1,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-10865,-1481,1,0,0,0,3.0,-6.0,0
5096336,1,1,0,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-23679,365243,1,0,1,0,1.0,-50.0,0
5053687,0,1,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-16175,-2371,1,0,0,0,3.0,-60.0,0
5115987,0,1,1,2,2,Working,Higher education,Married,House / apartment,-13174,-2477,1,0,0,0,4.0,-39.0,0
5026559,0,0,1,1,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18979,-4609,1,0,0,0,2.0,-20.0,0
5045945,1,1,0,1,3,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,3.0,-22.0,0
5118550,1,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-15813,-1345,1,0,0,0,3.0,-18.0,0
5113576,1,0,1,0,2,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19591,365243,1,0,1,0,1.0,-33.0,0
5115817,0,0,1,3,2,Working,Secondary / secondary special,Married,House / apartment,-14336,-6860,1,0,0,0,5.0,-40.0,0
5024554,0,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-14071,-3806,1,1,0,0,2.0,-28.0,0
5042258,1,0,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-9605,-672,1,0,0,0,2.0,-1.0,0
5044992,1,0,1,0,2,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21791,-5089,1,0,0,0,1.0,-18.0,0
5116807,0,1,0,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-16310,-1401,1,0,0,0,3.0,-9.0,0
5092388,1,0,1,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-24239,365243,1,0,0,0,1.0,-5.0,0
5066693,1,0,1,0,2,Commercial associate,Higher education,Civil marriage,House / apartment,-12946,-341,1,0,1,1,2.0,-6.0,0
5068659,1,1,1,0,3,State servant,Higher education,Separated,House / apartment,-19305,-1905,1,0,0,0,1.0,-52.0,0
5047706,1,0,1,2,2,Working,Secondary / secondary special,Single / not married,House / apartment,-14717,-1496,1,0,0,0,3.0,-8.0,0
5096572,0,1,0,0,3,Pensioner,Higher education,Married,House / apartment,-19823,365243,1,0,1,0,2.0,-46.0,0
5115740,1,1,1,2,3,State servant,Higher education,Married,House / apartment,-12902,-4120,1,0,0,0,4.0,-33.0,0
5036546,0,1,0,0,3,State servant,Secondary / secondary special,Single / not married,House / apartment,-17598,-9947,1,0,0,0,1.0,-32.0,0
5116630,1,1,1,0,2,Working,Higher education,Married,House / apartment,-10388,-2437,1,0,0,0,2.0,-52.0,0
5025039,1,0,0,0,2,Working,Secondary / secondary special,Married,House / apartment,-9413,-2223,1,0,1,0,2.0,-31.0,0
5113065,1,0,1,0,2,State servant,Secondary / secondary special,Married,House / apartment,-19466,-248,1,0,0,0,2.0,-18.0,0
5092135,1,0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,-17000,-5740,1,0,0,0,2.0,-54.0,0
5125225,1,0,1,2,2,Commercial associate,Higher education,Married,House / apartment,-13766,-73,1,0,0,0,4.0,-40.0,0
5126649,1,0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-10989,-135,1,1,1,0,3.0,-29.0,0
5105082,1,1,1,0,3,Working,Higher education,Married,House / apartment,-17763,-2493,1,0,1,0,2.0,-11.0,0
5033832,0,0,1,0,2,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22210,365243,1,0,1,0,2.0,-27.0,0
5036843,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,365243,1,0,0,0,2.0,-48.0,0
5095737,1,0,0,0,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12988,-431,1,1,0,0,1.0,-5.0,0
5148540,1,0,1,0,1,Pensioner,Higher education,Single / not married,House / apartment,-23372,365243,1,0,0,0,1.0,-48.0,0
5148981,1,1,1,0,1,Working,Secondary / secondary special,Married,House / apartment,-18095,-10364,1,0,0,0,2.0,-22.0,0
5114086,1,0,0,1,1,Working,Secondary / secondary special,Married,House / apartment,-16118,-1959,1,0,1,0,3.0,-6.0,0
5104986,1,0,0,0,2,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-21629,365243,1,0,0,0,1.0,-23.0,0
5116503,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-9017,-581,1,0,0,0,2.0,-37.0,0
5090928,1,1,0,0,3,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,1,0,1,0,2.0,-33.0,0
5045902,1,0,1,0,3,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286,365243,1,0,0,0,1.0,-21.0,1
5095895,1,0,0,1,2,Commercial associate,Higher education,Married,House / apartment,-16018,-2532,1,1,1,0,3.0,-25.0,0
5029074,1,0,1,0,3,State servant,Secondary / secondary special,Married,House / apartment,-20063,-1907,1,0,0,0,2.0,-14.0,0
5023350,0,1,1,0,4,Working,Secondary / secondary special,Married,House / apartment,-18337,-1847,1,0,0,0,2.0,-52.0,0
5117073,1,0,1,0,2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17439,-6853,1,0,0,0,2.0,-47.0,0
5142229,1,0,1,0,3,Pensioner,Secondary / secondary special,Married,House / apartment,-18752,365243,1,0,1,0,2.0,-30.0,0
5022811,1,0,1,0,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,1.0,-13.0,0
5139309,0,1,1,0,2,State servant,Higher education,Married,House / apartment,-10091,-643,1,0,0,0,2.0,-3.0,0
5126270,0,1,0,2,2,Working,Secondary / secondary special,Married,House / apartment,-9509,-2662,1,1,1,0,4.0,-21.0,0
5088474,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-22140,365243,1,0,0,0,2.0,-26.0,0
5125883,1,1,1,2,2,Commercial associate,Higher education,Civil marriage,House / apartment,-11542,-1169,1,0,0,1,4.0,-24.0,0
5105842,0,1,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-22981,365243,1,0,0,0,2.0,-23.0,0
5148847,1,1,0,2,2,Working,Higher education,Married,House / apartment,-12804,-4977,1,0,0,0,4.0,-8.0,0
5054682,0,0,1,0,3,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,1.0,-31.0,0
5035539,1,0,1,0,2,Pensioner,Secondary / secondary special,Widow,House / apartment,-24387,365243,1,0,0,0,1.0,-47.0,0
5090210,1,0,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-14498,-371,1,0,0,1,3.0,-35.0,0
5142482,0,1,0,2,2,Commercial associate,Higher education,Married,House / apartment,-12312,-1199,1,0,0,0,4.0,-3.0,0
5116170,1,1,1,0,3,Pensioner,Secondary / secondary special,Married,House / apartment,-23390,365243,1,0,0,0,2.0,-35.0,0
5100339,1,0,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,-24140,365243,1,0,0,0,2.0,-40.0,0
5045928,0,0,0,0,3,State servant,Secondary / secondary special,Single / not married,House / apartment,-15037,-2208,1,0,0,0,1.0,-16.0,0
5097054,1,1,1,0,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-20071,-3685,1,1,1,0,2.0,-2.0,0
5117398,0,0,0,0,2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9579,-1953,1,0,0,0,1.0,-19.0,0
5091887,1,0,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-15864,-2696,1,0,1,0,3.0,-18.0,0
5024841,1,0,1,0,3,Commercial associate,Higher education,Single / not married,House / apartment,-14143,-2072,1,0,0,0,1.0,-15.0,0
5045771,0,1,0,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-9278,-1113,1,0,0,0,1.0,-27.0,0
5024838,1,0,1,0,3,Commercial associate,Higher education,Single / not married,House / apartment,-14143,-2072,1,0,0,0,1.0,-27.0,0
5008991,1,1,1,0,3,Working,Secondary / secondary special,Separated,House / apartment,-16582,-1194,1,1,1,0,1.0,-30.0,0
5009655,1,0,0,0,2,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,2.0,-8.0,0
5065544,1,0,1,0,2,Working,Secondary / secondary special,Married,Municipal apartment,-17401,-1144,1,0,1,0,2.0,-26.0,0
5117647,0,0,0,1,2,Working,Secondary / secondary special,Married,House / apartment,-11101,-96,1,1,0,0,3.0,-17.0,0
5092303,0,0,1,0,3,Working,Secondary / secondary special,Married,House / apartment,-18625,-3153,1,0,1,0,2.0,-3.0,0
5126097,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-20971,365243,1,0,1,0,2.0,-22.0,0
5105141,1,0,1,0,2,Working,Secondary / secondary special,Single / not married,House / apartment,-9957,-1032,1,0,0,0,1.0,-12.0,0
5028271,0,1,1,1,3,Working,Secondary / secondary special,Married,House / apartment,-17293,-203,1,0,1,1,3.0,-13.0,0
5096555,1,1,0,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,1,0,0,2.0,-2.0,0
5095241,1,0,0,2,2,Working,Secondary / secondary special,Separated,House / apartment,-14307,-188,1,0,0,0,3.0,-23.0,0
5036508,1,0,0,0,3,Commercial associate,Higher education,Married,House / apartment,-12593,-2338,1,1,0,0,2.0,-24.0,0
5029549,0,1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,-20310,-5375,1,0,0,0,3.0,-11.0,0
5096946,1,0,0,1,2,Working,Secondary / secondary special,Married,House / apartment,-11386,-369,1,1,0,0,3.0,-16.0,0
5024497,0,0,1,1,2,Working,Secondary / secondary special,Married,Rented apartment,-10414,-2742,1,1,1,0,3.0,-28.0,0
5023465,1,1,1,0,3,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,1.0,-52.0,0
5046046,1,0,1,0,2,State servant,Higher education,Married,House / apartment,-17801,-8479,1,0,0,0,2.0,-50.0,0
5044503,1,0,1,1,2,Working,Secondary / secondary special,Separated,House / apartment,-19176,-2959,1,0,0,0,2.0,-23.0,0
5126630,1,1,1,0,3,Pensioner,Secondary / secondary special,Married,House / apartment,-18933,365243,1,0,1,0,2.0,-34.0,0
5145695,0,1,1,0,3,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,1,0,1.0,-7.0,0
5114361,1,1,0,0,3,Working,Secondary / secondary special,Married,House / apartment,-17079,-681,1,1,1,0,2.0,-24.0,0
5113042,0,1,1,0,3,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16490,-644,1,0,0,0,1.0,-50.0,0
5126217,1,0,0,0,4,State servant,Higher education,Married,House / apartment,-22635,-2357,1,1,1,0,2.0,-41.0,0
5126708,1,0,1,0,2,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,365243,1,0,1,0,1.0,-27.0,0
5061389,1,1,1,1,3,State servant,Secondary / secondary special,Married,House / apartment,-13649,-1477,1,0,0,1,3.0,-39.0,0
5142693,1,0,0,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-22365,365243,1,0,0,0,2.0,-26.0,0
5028459,1,0,1,1,2,State servant,Secondary / secondary special,Married,House / apartment,-14574,-964,1,0,1,1,3.0,-24.0,0
5137025,1,0,0,0,2,State servant,Secondary / secondary special,Widow,House / apartment,-18181,-351,1,1,1,0,1.0,-44.0,0
5062146,0,0,1,1,3,Working,Secondary / secondary special,Civil marriage,House / apartment,-12612,-2877,1,0,1,0,3.0,-24.0,0
5051248,1,1,0,0,2,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23328,365243,1,0,0,0,1.0,-42.0,0
5149630,0,1,1,0,3,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,2.0,-5.0,0
5022927,1,1,1,0,2,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21275,365243,1,0,0,0,2.0,-4.0,0
5143453,0,1,1,0,3,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11912,-1749,1,0,0,0,2.0,-47.0,0
5010535,1,1,0,2,2,Working,Secondary / secondary special,Married,House / apartment,-13928,-3052,1,0,0,0,4.0,-52.0,1
5095445,1,0,1,1,1,Working,Incomplete higher,Married,House / apartment,-12390,-1922,1,1,1,0,3.0,-21.0,0
5145860,1,0,0,1,2,Commercial associate,Secondary / secondary special,Married,House / apartment,-14122,-796,1,0,0,0,3.0,-29.0,0
5135708,0,1,1,0,3,Working,Higher education,Married,House / apartment,-20891,-413,1,0,0,0,2.0,-6.0,0
5095402,1,1,1,0,4,State servant,Higher education,Married,House / apartment,-19804,-1161,1,0,0,0,2.0,-30.0,0
5135502,1,1,1,0,3,Working,Higher education,Single / not married,House / apartment,-17979,-1782,1,1,0,0,1.0,-7.0,0
5029367,1,0,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-13633,-1692,1,0,1,0,4.0,-6.0,0
5041125,1,0,1,0,3,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,1,0,0,0,1.0,-42.0,0
5115821,1,1,1,2,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-12226,-1382,1,1,1,0,4.0,-40.0,0
5116753,0,1,1,0,3,Commercial associate,Secondary / secondary special,Married,House / apartment,-16337,-1797,1,0,0,0,2.0,-6.0,0
5026581,0,0,1,0,1,Working,Higher education,Single / not married,House / apartment,-19718,-2052,1,0,1,0,1.0,-10.0,0
5118291,1,0,0,2,2,Working,Incomplete higher,Married,With parents,-13166,-2988,1,1,1,0,4.0,-38.0,0
5117105,1,0,1,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-23914,365243,1,0,0,0,2.0,-51.0,0
5125274,0,0,0,1,3,Working,Lower secondary,Married,House / apartment,-12615,-1048,1,0,0,1,3.0,-17.0,0
5112769,1,1,0,1,3,Commercial associate,Higher education,Married,House / apartment,-11025,-2065,1,1,1,1,3.0,-38.0,0
5132630,1,0,1,0,3,Working,Higher education,Married,House / apartment,-12831,-803,1,1,1,0,2.0,-44.0,0
5054378,1,0,0,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-18523,365243,1,0,0,0,2.0,-18.0,0
5029398,1,0,0,0,2,Pensioner,Secondary / secondary special,Married,House / apartment,-19125,365243,1,0,0,0,2.0,-28.0,0
5029626,1,0,1,1,2,Working,Secondary / secondary special,Married,With parents,-8041,-1419,1,0,1,1,3.0,-28.0,0
5113915,1,0,0,0,4,Working,Higher education,Married,With parents,-20343,-1838,1,1,1,0,2.0,-17.0,0
5090713,1,1,0,2,1,Working,Secondary / secondary special,Married,House / apartment,-13135,-3657,1,1,1,0,4.0,-44.0,0
5051120,0,0,0,0,3,State servant,Higher education,Married,House / apartment,-12725,-5006,1,0,0,0,2.0,-47.0,0
5068920,1,0,1,1,2,Working,Secondary / secondary special,Civil marriage,House / apartment,-13541,-3427,1,0,0,0,3.0,-43.0,0
5052906,1,0,1,1,3,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,1,0,0,0,2.0,-46.0,0
5115880,1,0,1,2,2,Working,Secondary / secondary special,Married,House / apartment,-10924,-679,1,1,0,0,4.0,-3.0,0
